代號,名稱,股數,權重
2330,台積電,12800000,19.41
2303,聯電,75000000,7.1
3017,奇鋐,3450000,4.58
2344,華邦電,40000000,4.12
6223,旺矽,1000000,3.97
3037,欣興,7064000,3.87
2327,國巨*,7800000,3.8
2454,聯發科,1600000,3.67
2383,台光電,1140000,3.55
2345,智邦,2100000,3.0
2308,台達電,2430000,2.82
4958,臻鼎-KY,6940000,2.74
6669,緯穎,790000,2.43
3711,日月光投控,5900000,2.37
6488,環球晶,2250000,2.14
2368,金像電,2750000,1.75
3189,景碩,3217000,1.62
3653,健策,780000,1.5
3533,嘉澤,1240000,1.5
6274,台燿,1700000,1.49
8046,南電,1550000,1.25
3443,創意,480000,1.21
8996,高力,1600000,1.18
1303,南亞,9000000,1.18
7769,鴻勁,279000,1.12
6515,穎崴,200000,0.88
2337,旺宏,10000000,0.87
5274,信驊,64500,0.52
2360,致茂,450000,0.51
3211,順達,1800000,0.5
8358,金居,1750000,0.5
6805,富世達,570000,0.47
2317,鴻海,3200000,0.47
3583,辛耘,900000,0.43
1560,中砂,1000000,0.42
4966,譜瑞-KY,800000,0.31
6415,矽力*-KY,900000,0.28
6442,光聖,300000,0.25
2049,上銀,1010000,0.2
3665,貿聯-KY,166000,0.18
6239,力成,900000,0.17
2455,全新,450000,0.09
3264,欣銓,600000,0.08
3008,大立光,30000,0.08
8299,群聯,1000,0.0
6196,帆宣,1000,0.0
8210,勤誠,1000,0.0
3529,力旺,1000,0.0
6147,頎邦,1000,0.0
5347,世界,1000,0.0
